Rank,Player,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
98,Joe McKnight (FA),1,3,3.0,3,0,0,6,7,64,10.7,2,0,2,18.7,9.4,0.0%,2014,rb
99,Christine Michael (FA),34,175,5.1,45,1,0,1,2,12,12.0,0,0,10,18.7,1.9,0.0%,2014,rb
100,Mike Tolbert (FA),37,78,2.1,15,0,0,12,17,93,7.8,0,0,8,17.1,2.1,0.0%,2014,rb
101,John Kuhn (FA),24,85,3.5,11,0,1,4,4,23,5.8,0,0,16,16.8,1.1,0.0%,2014,rb
102,Maurice Jones-Drew (FA),43,96,2.2,13,0,0,11,16,71,6.5,0,0,12,16.7,1.4,0.0%,2014,rb
103,Brandon Bolden (LV),28,89,3.2,17,0,1,2,6,8,4.0,0,0,16,15.7,1.0,0.2%,2014,rb
104,Robert Hughes (FA),7,11,1.6,5,0,0,8,12,140,17.5,0,0,16,15.1,0.9,0.0%,2014,rb
105,Joe Banyard (FA),21,88,4.2,16,0,0,9,11,62,6.9,0,0,15,15.0,1.0,0.0%,2014,rb
106,Zurlon Tipton (FA),10,18,1.8,9,0,0,6,6,68,11.3,1,0,6,14.6,2.4,0.0%,2014,rb
107,Anthony Sherman (FA),2,8,4.0,4,0,0,10,14,71,7.1,1,0,16,13.9,0.9,0.0%,2014,rb
108,Jamize Olawale (FA),2,0,0.0,0,0,0,5,6,18,3.6,2,0,16,13.8,0.9,0.0%,2014,rb
109,Rex Burkhead (FA),9,27,3.0,10,0,1,7,10,49,7.0,0,0,9,13.6,1.5,5.1%,2014,rb
110,Orleans Darkwa (FA),9,23,2.6,12,0,1,5,6,48,9.6,0,0,11,13.1,1.2,0.0%,2014,rb
111,Marion Grice (FA),15,41,2.7,8,0,1,7,11,29,4.1,0,0,10,13.0,1.3,0.0%,2014,rb
112,Patrick DiMarco (FA),0,0,0.0,0,0,0,9,14,62,6.9,1,0,16,12.2,0.8,0.0%,2014,rb
113,Jonathan Dwyer (FA),16,51,3.2,20,1,1,2,3,8,4.0,0,0,2,11.9,6.0,0.0%,2014,rb
114,Jed Collins (FA),8,19,2.4,3,0,0,5,6,39,7.8,1,0,16,11.8,0.7,0.0%,2014,rb
115,John Conner (FA),6,20,3.3,13,0,0,2,3,35,17.5,1,0,12,11.5,1.0,0.0%,2014,rb
116,Chris Ogbonnaya (FA),14,50,3.6,9,0,1,0,1,0,0.0,0,0,7,11.0,1.6,0.0%,2014,rb
117,Darrin Reaves (FA),31,78,2.5,9,0,0,5,8,31,6.2,0,0,6,10.9,1.8,0.0%,2014,rb
118,Ronnie Brown (FA),20,63,3.2,11,0,0,5,8,44,8.8,0,0,10,10.7,1.1,0.0%,2014,rb
119,Chris Thompson (FA),3,12,4.0,7,0,0,6,7,27,4.5,1,0,2,9.9,5.0,0.0%,2014,rb
120,Austin Johnson (FA),8,22,2.8,8,0,0,2,2,15,7.5,1,0,7,9.7,1.4,0.0%,2014,rb
121,Jackie Battle (FA),5,9,1.8,5,0,1,5,5,28,5.6,0,0,16,9.7,0.6,0.0%,2014,rb
122,Adrian Peterson (FA),21,75,3.6,17,0,0,2,3,18,9.0,0,0,1,9.3,9.3,2.1%,2014,rb
123,Cyrus Gray (FA),8,31,3.9,6,0,1,0,0,0,0.0,0,0,9,9.1,1.0,0.0%,2014,rb
124,Derrick Coleman (FA),0,0,0.0,0,0,0,2,2,29,14.5,1,0,5,8.9,1.8,0.1%,2014,rb
125,Frank Summers (FA),6,17,2.8,4,0,1,5,8,9,1.8,0,0,10,8.6,0.9,0.0%,2014,rb
126,Ryan Hewitt (FA),1,0,0.0,0,0,0,10,15,86,8.6,0,0,16,8.6,0.5,0.0%,2014,rb
127,Will Ta'ufo'ou (FA),0,0,0.0,0,0,0,7,8,81,11.6,0,0,16,8.1,0.5,0.0%,2014,rb
128,DuJuan Harris (FA),16,64,4.0,12,0,0,1,2,11,11.0,0,0,15,7.5,0.5,0.0%,2014,rb
129,George Winn (FA),19,73,3.8,16,0,0,0,3,0,0.0,0,0,12,7.3,0.6,0.0%,2014,rb
130,Danny Woodhead (FA),15,38,2.5,13,0,0,5,6,34,6.8,0,0,3,7.2,2.4,20.6%,2014,rb
131,Erik Lorig (FA),3,4,1.3,4,0,0,9,10,27,3.0,1,1,10,7.1,0.7,0.0%,2014,rb
132,Cedric Peerman (FA),15,43,2.9,21,1,0,3,5,27,9.0,0,0,16,7.0,0.4,0.0%,2014,rb
133,Dri Archer (FA),10,40,4.0,15,0,0,7,10,23,3.3,0,0,12,6.3,0.5,0.0%,2014,rb
134,Jorvorskie Lane (FA),3,58,19.3,54,1,0,1,1,3,3.0,0,0,9,6.1,0.7,0.0%,2014,rb
135,James White (FA),9,38,4.2,11,0,0,5,5,23,4.6,0,0,3,6.1,2.0,0.1%,2014,rb
136,Trey Watts (FA),7,30,4.3,9,0,0,3,4,18,6.0,0,0,14,4.8,0.3,0.0%,2014,rb
137,James Develin (FA),3,5,1.7,5,0,0,6,8,43,7.2,0,0,16,4.8,0.3,0.0%,2014,rb
138,Michael Cox (FA),4,33,8.3,17,0,0,2,3,9,4.5,0,0,4,4.2,1.1,0.0%,2014,rb
139,Will Johnson (FA),2,0,0.0,0,0,0,6,10,41,6.8,0,0,16,4.1,0.3,0.0%,2014,rb
140,Fitzgerald Toussaint (FA),6,12,2.0,12,0,0,3,6,27,9.0,0,0,4,3.9,1.0,0.0%,2014,rb
141,Tommy Bohanon (FA),1,3,3.0,3,0,0,2,2,30,15.0,0,0,4,3.3,0.8,0.0%,2014,rb
142,Mike James (FA),19,37,1.9,9,0,0,1,1,-5,-5.0,0,0,11,3.2,0.3,0.0%,2014,rb
143,Alfonso Smith (FA),7,19,2.7,12,0,0,3,4,11,3.7,0,0,6,3.0,0.5,0.0%,2014,rb
144,Jerome Felton (FA),4,27,6.8,21,1,0,0,2,0,0.0,0,0,16,2.7,0.2,0.0%,2014,rb
145,Jay Prosch (FA),0,0,0.0,0,0,0,1,4,24,24.0,0,0,16,2.4,0.2,0.0%,2014,rb
146,Jeremy Stewart (FA),6,22,3.7,16,0,0,0,0,0,0.0,0,0,6,2.2,0.4,0.0%,2014,rb
147,Shaun Draughn (FA),10,19,1.9,6,0,0,0,0,0,0.0,0,0,10,1.9,0.2,0.0%,2014,rb
148,Ray Agnew (FA),2,2,1.0,2,0,0,3,9,15,5.0,0,0,12,1.7,0.1,0.0%,2014,rb
149,Josh Harris (FA),9,16,1.8,4,0,0,0,0,0,0.0,0,0,5,1.6,0.3,0.0%,2014,rb
150,Brian Leonard (FA),0,0,0.0,0,0,0,1,1,15,15.0,0,0,1,1.5,1.5,0.0%,2014,rb
151,Henry Hynoski (FA),7,13,1.9,4,0,0,0,0,0,0.0,0,0,16,1.3,0.1,0.0%,2014,rb
152,Antonio Andrews (FA),0,0,0.0,0,0,0,2,2,11,5.5,0,0,4,1.1,0.3,0.0%,2014,rb
153,LaMichael James (FA),5,9,1.8,5,0,0,0,1,0,0.0,0,0,3,0.9,0.3,0.0%,2014,rb
154,Will Tukuafu (FA),1,2,2.0,2,0,0,1,2,4,4.0,0,0,9,0.6,0.1,0.0%,2014,rb
155,Edwin Baker (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,3,0.2,0.1,0.0%,2014,rb
156,Tyler Clutts (FA),0,0,0.0,0,0,0,1,1,1,1.0,0,0,16,0.1,0.0,0.0%,2014,rb
157,Cordarrelle Patterson (ATL),10,117,11.7,67,2,1,33,67,384,11.6,1,1,16,0.0,0.0,21.4%,2014,rb
158,Cory Harkey (FA),0,0,0.0,0,0,0,8,11,55,6.9,1,0,16,0.0,0.0,0.2%,2014,rb
159,Mario Harvey (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,2014,rb
160,Marcus Thigpen (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,1,9,0.0,0.0,0.0%,2014,rb
161,Phillip Tanner (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2014,rb
162,Nick Bellore (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,39.0%,2014,rb
163,Evan Rodriguez (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2014,rb
164,Zach Line (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2014,rb
165,Jerome Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2014,rb
166,Keith Smith (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,10,0.0,0.0,0.0%,2014,rb
167,Glenn Winston (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%,2014,rb
168,George Atkinson III (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%,2014,rb
169,Charcandrick West (FA),0,0,0.0,0,0,0,0,1,0,0.0,0,0,6,0.0,0.0,0.0%,2014,rb
170,Kiero Small (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,2014,rb
171,Chase Reynolds (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,15,0.0,0.0,0.0%,2014,rb
172,Jalen Parmele (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2014,rb
173,Bruce Miller (FA),6,9,1.5,4,0,0,18,25,189,10.5,2,1,16,0.0,0.0,0.0%,2014,rb
174,Taiwan Jones (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2014,rb
175,Montell Owens (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,6,0.0,0.0,0.0%,2014,rb
176,Tony Fiammetta (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2014,rb
177,Senorise Perry (FA),0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,16,-0.1,0.0,0.0%,2014,rb
178,Tauren Poole (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,1,1,-2.0,-2.0,0.0%,2014,rb
1,Devonta Freeman (FA),265,1056,4.0,39,6,11,73,97,578,7.9,3,2,15,243.4,16.2,0.0%,2015,rb
2,Adrian Peterson (FA),327,1485,4.5,80,10,11,30,36,222,7.4,0,3,16,230.7,14.4,2.1%,2015,rb
3,Doug Martin (FA),288,1402,4.9,84,14,6,33,44,271,8.2,1,5,16,199.3,12.5,0.0%,2015,rb
4,DeAngelo Williams (FA),200,907,4.5,55,6,11,40,47,367,9.2,0,2,16,191.4,12.0,0.1%,2015,rb
5,Todd Gurley II (FA),229,1106,4.8,71,11,10,21,26,188,9.0,0,1,13,187.6,14.4,0.1%,2015,rb
6,Lamar Miller (FA),194,872,4.5,85,7,8,47,57,397,8.4,2,1,16,184.9,11.6,0.0%,2015,rb
7,David Johnson (FA),125,581,4.6,47,3,8,36,57,457,12.7,4,1,16,173.8,10.9,0.0%,2015,rb
8,Chris Ivory (FA),247,1070,4.3,58,9,7,30,37,217,7.2,1,2,15,172.7,11.5,0.0%,2015,rb
9,Matt Forte (FA),218,898,4.1,27,4,4,44,58,389,8.8,3,1,13,170.7,13.1,19.1%,2015,rb
10,Latavius Murray (BUF),266,1066,4.0,54,9,6,41,53,232,5.7,0,1,16,163.8,10.2,2.3%,2015,rb
11,Danny Woodhead (FA),98,336,3.4,27,1,3,80,106,755,9.4,6,0,16,163.1,10.2,20.6%,2015,rb
12,Frank Gore (FA),260,967,3.7,37,5,6,34,58,267,7.9,1,3,16,159.4,10.0,12.1%,2015,rb
13,Darren McFadden (FA),239,1089,4.6,50,9,3,40,53,328,8.2,0,3,16,155.7,9.7,7.0%,2015,rb
14,Jeremy Hill (FA),223,794,3.6,38,1,11,15,19,79,5.3,1,3,16,155.3,9.7,0.0%,2015,rb
15,Mark Ingram II (FA),166,769,4.6,70,5,6,50,60,405,8.1,0,1,12,153.4,12.8,0.6%,2015,rb
16,Jonathan Stewart (FA),242,989,4.1,44,4,6,16,21,99,6.2,1,2,13,146.8,11.3,0.0%,2015,rb
17,LeSean McCoy (FA),203,895,4.4,48,6,3,32,50,292,9.1,2,2,12,146.7,12.2,2.0%,2015,rb
18,DeMarco Murray (FA),193,702,3.6,54,5,6,44,55,322,7.3,1,2,15,140.4,9.4,0.1%,2015,rb
19,Ronnie Hillman (FA),207,863,4.2,72,5,7,24,35,111,4.6,0,1,16,137.4,8.6,0.0%,2015,rb
20,Rashad Jennings (FA),195,863,4.4,38,6,3,29,40,296,10.2,1,2,16,135.9,8.5,0.0%,2015,rb
21,Giovani Bernard (FA),154,730,4.7,28,2,2,49,66,472,9.6,0,0,16,132.2,8.3,0.0%,2015,rb
22,Charles Sims (FA),107,529,4.9,59,4,0,51,70,561,11.0,4,2,16,129.0,8.1,0.0%,2015,rb
23,Jeremy Langford (FA),148,537,3.6,23,1,6,22,42,279,12.7,1,0,16,125.6,7.9,0.0%,2015,rb
24,James Starks (FA),148,601,4.1,65,5,2,43,53,392,9.1,3,3,16,123.3,7.7,0.0%,2015,rb
25,Eddie Lacy (FA),187,758,4.1,29,4,3,20,28,188,9.4,2,2,15,120.6,8.0,0.3%,2015,rb
26,T.J. Yeldon (FA),182,740,4.1,45,4,2,36,46,279,7.8,1,0,12,119.9,10.0,0.0%,2015,rb
27,Isaiah Crowell (FA),185,706,3.8,54,5,4,19,22,182,9.6,1,0,16,118.8,7.4,0.1%,2015,rb
28,Thomas Rawls (FA),147,830,5.6,69,7,4,9,11,76,8.4,1,1,13,118.6,9.1,0.1%,2015,rb
29,LeGarrette Blount (FA),165,703,4.3,38,4,6,6,7,43,7.2,1,0,12,116.6,9.7,0.1%,2015,rb
30,C.J. Anderson (FA),152,720,4.7,48,5,5,25,36,183,7.3,0,2,15,116.3,7.8,1.0%,2015,rb
31,Karlos Williams (FA),93,517,5.6,41,5,7,11,14,96,8.7,2,1,11,113.3,10.3,0.6%,2015,rb
32,Charcandrick West (FA),160,634,4.0,38,4,4,20,34,214,10.7,1,1,15,112.8,7.5,0.0%,2015,rb
33,Ryan Mathews (FA),106,539,5.1,63,6,6,20,28,146,7.3,1,3,13,104.5,8.0,0.0%,2015,rb
34,Duke Johnson Jr. (FA),104,379,3.6,39,2,0,61,74,534,8.8,2,0,16,103.3,6.5,0.0%,2015,rb
35,Chris Johnson (FA),196,814,4.2,62,6,3,6,13,58,9.7,0,2,11,101.2,9.2,0.6%,2015,rb
36,Javorius Allen (FA),137,514,3.8,44,2,1,45,62,353,7.8,2,2,16,100.7,6.3,0.1%,2015,rb
37,Shane Vereen (FA),61,260,4.3,39,1,0,59,81,494,8.4,4,0,16,99.4,6.2,0.0%,2015,rb
38,Theo Riddick (FA),43,133,3.1,16,0,0,80,99,697,8.7,3,1,16,99.0,6.2,0.0%,2015,rb
39,Alfred Blue (FA),183,698,3.8,41,2,2,15,16,109,7.3,1,1,16,96.7,6.0,0.0%,2015,rb
40,Matt Jones (FA),144,490,3.4,39,3,3,19,25,304,16.0,1,4,13,95.4,7.3,0.0%,2015,rb
41,Darren Sproles (FA),83,317,3.8,27,1,3,55,83,388,7.1,1,0,16,94.5,5.9,0.1%,2015,rb
42,Ameer Abdullah (LV),143,597,4.2,36,4,2,25,38,183,7.3,1,2,16,92.0,5.8,0.5%,2015,rb
43,Justin Forsett (FA),151,641,4.2,33,5,2,31,41,153,4.9,0,0,10,91.4,9.1,0.0%,2015,rb
44,Antonio Andrews (FA),143,520,3.6,38,4,3,21,29,174,8.3,0,1,14,91.0,6.5,0.0%,2015,rb
45,Bilal Powell (FA),70,313,4.5,24,3,1,47,63,388,8.3,2,0,11,88.1,8.0,0.0%,2015,rb
46,Le'Veon Bell (FA),113,556,4.9,42,8,3,24,26,136,5.7,0,0,6,87.2,14.5,0.1%,2015,rb
47,Alfred Morris (FA),202,751,3.7,48,4,1,10,13,55,5.5,0,0,16,86.6,5.4,0.0%,2015,rb
48,Dion Lewis (FA),49,234,4.8,13,0,2,36,50,388,10.8,2,1,7,84.2,12.0,2.0%,2015,rb
49,Joique Bell (FA),90,311,3.5,36,2,4,22,27,286,13.0,0,0,13,83.7,6.4,0.2%,2015,rb
50,James White (FA),22,56,2.5,8,0,2,40,54,410,10.3,4,0,14,82.6,5.9,0.1%,2015,rb
51,Jamaal Charles (FA),71,364,5.1,34,2,4,21,30,177,8.4,1,2,5,80.1,16.0,0.1%,2015,rb
52,Spencer Ware (FA),72,403,5.6,52,4,6,6,6,5,0.8,0,0,11,76.8,7.0,0.0%,2015,rb
53,Melvin Gordon III (FA),184,641,3.5,27,6,0,33,37,192,5.8,0,4,14,75.3,5.4,0.7%,2015,rb
54,Tim Hightower (FA),96,375,3.9,26,1,4,12,13,129,10.8,0,0,8,74.4,9.3,0.0%,2015,rb
55,Carlos Hyde (FA),115,470,4.1,22,1,3,11,15,53,4.8,0,0,7,70.3,10.0,0.0%,2015,rb
56,Marshawn Lynch (FA),111,417,3.8,24,1,3,13,21,80,6.2,0,0,7,69.7,10.0,0.3%,2015,rb
57,Mike Tolbert (FA),62,256,4.1,29,1,1,18,23,154,8.6,3,0,16,65.0,4.1,0.0%,2015,rb
58,Joseph Randle (FA),76,315,4.1,37,3,4,10,10,86,8.6,0,0,6,64.1,10.7,0.0%,2015,rb
59,Jerick McKinnon (KC),52,271,5.2,68,1,2,21,29,173,8.2,1,0,16,62.4,3.9,61.9%,2015,rb
60,Dexter McCluster (FA),55,247,4.5,44,2,1,31,41,260,8.4,1,2,11,60.7,5.5,0.0%,2015,rb
61,Andre Ellington (FA),45,289,6.4,63,2,3,15,24,148,9.9,0,1,10,59.7,6.0,0.1%,2015,rb
62,Jonathan Grimes (FA),56,282,5.0,37,2,1,26,31,173,6.7,1,0,14,59.5,4.3,0.0%,2015,rb
63,Chris Thompson (FA),35,216,6.2,42,3,0,35,48,240,6.9,2,0,13,57.6,4.4,0.0%,2015,rb
64,Kyle Juszczyk (SF),2,3,1.5,2,0,0,41,56,321,7.8,4,0,16,56.4,3.5,0.5%,2015,rb
65,Chris Polk (FA),99,334,3.4,20,1,1,16,28,109,6.8,1,0,15,56.3,3.8,0.0%,2015,rb
66,Arian Foster (FA),63,163,2.6,16,0,1,22,28,227,10.3,2,1,4,55.0,13.8,0.0%,2015,rb
67,Khiry Robinson (FA),56,180,3.2,14,0,4,17,20,115,6.8,0,0,8,53.5,6.7,0.0%,2015,rb
68,Shaun Draughn (FA),78,273,3.5,30,1,1,27,35,176,6.5,0,0,11,50.9,4.6,0.0%,2015,rb
69,Brandon Bolden (LV),63,207,3.3,14,0,0,19,30,180,9.5,2,0,15,50.7,3.4,0.2%,2015,rb
70,Marcel Reece (FA),10,36,3.6,12,0,0,30,37,269,9.0,3,0,15,48.5,3.2,0.0%,2015,rb
71,C.J. Spiller (FA),36,112,3.1,11,0,0,34,44,239,7.0,2,0,13,47.1,3.6,0.1%,2015,rb
72,Denard Robinson (FA),67,266,4.0,31,1,1,21,30,164,7.8,0,1,13,47.0,3.6,0.2%,2015,rb
73,Fred Jackson (FA),26,100,3.8,16,0,0,32,41,257,8.0,2,1,16,45.7,2.9,0.0%,2015,rb
74,Mike Gillislee (FA),47,267,5.7,60,3,3,6,7,29,4.8,0,1,5,45.6,9.1,0.0%,2015,rb
75,Bishop Sankey (FA),47,193,4.1,16,0,1,14,22,139,9.9,1,1,13,43.2,3.3,0.0%,2015,rb
76,Tevin Coleman (FA),87,392,4.5,46,2,1,2,11,14,7.0,0,3,12,40.6,3.4,0.0%,2015,rb
77,Benny Cunningham Jr. (FA),37,140,3.8,40,1,0,26,36,250,9.6,0,0,16,39.0,2.4,0.0%,2015,rb
78,Donald Brown (FA),59,229,3.9,53,2,1,8,13,88,11.0,0,0,10,37.7,3.8,0.0%,2015,rb
79,Jay Ajayi (FA),49,187,3.8,24,3,1,7,11,90,12.9,0,0,9,35.7,4.0,7.0%,2015,rb
80,Andre Williams (FA),88,257,2.9,35,1,1,1,3,7,7.0,0,0,16,34.4,2.2,0.0%,2015,rb
81,Ka'Deem Carey (FA),43,159,3.7,11,0,2,3,3,19,6.3,1,1,11,33.8,3.1,0.0%,2015,rb
82,Tre Mason (FA),75,207,2.8,15,0,1,18,21,88,4.9,0,1,13,33.5,2.6,0.6%,2015,rb
83,Ahmad Bradshaw (FA),31,85,2.7,23,1,0,10,14,64,6.4,3,0,6,32.9,5.5,0.0%,2015,rb
84,Cameron Artis-Payne (FA),45,183,4.1,31,2,1,5,5,58,11.6,0,0,7,30.1,4.3,0.0%,2015,rb
85,Zach Line (FA),6,10,1.7,3,0,2,6,9,95,15.8,1,0,16,28.5,1.8,0.0%,2015,rb
86,Robert Turbin (FA),50,199,4.0,22,2,1,7,10,23,3.3,0,0,10,28.2,2.8,0.0%,2015,rb
87,Lance Dunbar (FA),5,67,13.4,45,1,0,21,23,215,10.2,0,0,4,28.2,7.1,0.0%,2015,rb
88,Travaris Cadet (FA),11,28,2.5,6,0,0,17,22,214,12.6,1,1,7,28.2,4.0,0.0%,2015,rb
89,Ty Montgomery (NE),3,14,4.7,9,0,0,15,19,136,9.1,2,0,6,27.0,4.5,0.3%,2015,rb
90,DuJuan Harris (FA),48,189,3.9,47,3,0,9,14,97,10.8,0,1,4,26.6,6.7,0.0%,2015,rb
91,Christine Michael (FA),54,243,4.5,45,1,0,3,6,16,5.3,0,0,8,25.9,3.2,0.0%,2015,rb
92,Jamize Olawale (FA),24,110,4.6,19,0,1,9,11,84,9.3,0,0,14,25.4,1.8,0.0%,2015,rb
93,Jonas Gray (FA),45,176,3.9,23,1,0,7,8,76,10.9,0,0,8,25.2,3.2,0.0%,2015,rb
94,Matt Asiata (FA),29,112,3.9,19,0,0,19,22,132,6.9,0,0,16,24.4,1.5,0.0%,2015,rb
95,Orleans Darkwa (FA),36,153,4.3,17,0,1,3,5,31,10.3,0,0,16,24.4,1.5,0.0%,2015,rb
96,Damien Williams (FA),16,59,3.7,19,0,0,21,28,142,6.8,1,1,16,24.1,1.5,0.1%,2015,rb
97,Fozzy Whittaker (FA),25,108,4.3,16,0,1,12,15,64,5.3,0,0,15,23.2,1.5,0.0%,2015,rb
98,Patrick DiMarco (FA),1,0,0.0,0,0,0,13,17,110,8.5,2,0,16,23.0,1.4,0.0%,2015,rb
99,Terron Ward (FA),29,95,3.3,13,0,1,9,13,73,8.1,0,0,13,22.8,1.8,0.0%,2015,rb
100,Branden Oliver (FA),31,108,3.5,15,0,0,13,15,112,8.6,0,0,8,22.0,2.8,0.0%,2015,rb
101,Taiwan Jones (FA),16,74,4.6,19,0,0,7,9,106,15.1,1,1,12,22.0,1.8,0.0%,2015,rb
102,Zac Stacy (FA),31,89,2.9,18,0,1,9,12,65,7.2,0,0,8,21.4,2.7,0.0%,2015,rb
103,Terrance West (FA),62,231,3.7,17,0,0,4,5,21,5.3,0,2,8,21.2,2.7,0.0%,2015,rb
104,David Cobb (FA),52,146,2.8,12,0,1,1,2,-2,-2.0,0,0,7,20.4,2.9,0.0%,2015,rb
105,John Kuhn (FA),9,28,3.1,5,0,2,6,10,56,9.3,0,0,16,20.4,1.3,0.0%,2015,rb
106,Kerwynn Williams (FA),27,142,5.3,35,1,1,2,2,16,8.0,0,1,6,19.8,3.3,0.0%,2015,rb
107,Jalston Fowler (FA),7,13,1.9,3,0,1,5,6,44,8.8,1,0,16,17.7,1.1,0.0%,2015,rb
108,Roy Helu (FA),17,39,2.3,12,0,0,9,16,75,8.3,1,0,9,17.4,1.9,0.0%,2015,rb
109,Knile Davis (FA),28,72,2.6,10,0,1,2,3,24,12.0,0,0,14,15.6,1.1,0.0%,2015,rb
110,Pierre Thomas (FA),15,64,4.3,11,0,0,9,11,84,9.3,0,0,5,14.8,3.0,0.0%,2015,rb
111,Anthony Dixon (FA),21,44,2.1,6,0,1,6,7,44,7.3,0,0,16,14.8,0.9,0.0%,2015,rb
112,Rex Burkhead (FA),4,4,1.0,2,0,0,10,15,94,9.4,1,1,16,13.8,0.9,5.1%,2015,rb
113,Lorenzo Taliaferro (FA),13,47,3.6,7,0,1,5,5,29,5.8,0,0,3,13.6,4.5,0.0%,2015,rb
114,Akeem Hunt (FA),17,96,5.6,25,2,0,6,10,39,6.5,0,0,7,13.5,1.9,0.0%,2015,rb
115,Bryce Brown (FA),25,72,2.9,18,0,1,0,2,0,0.0,0,0,3,13.2,4.4,0.0%,2015,rb
116,Steven Jackson (FA),21,50,2.4,7,0,1,1,1,20,20.0,0,0,2,13.0,6.5,0.0%,2015,rb
117,Kenjon Barner (FA),28,124,4.4,19,0,0,9,12,22,2.4,0,1,10,12.6,1.3,0.0%,2015,rb
118,Dan Herron (FA),25,79,3.2,8,0,0,9,10,47,5.2,0,0,10,12.6,1.3,0.0%,2015,rb
119,Will Tukuafu (FA),4,1,0.3,4,0,1,1,1,7,7.0,1,1,14,10.8,0.8,0.0%,2015,rb
120,Kendall Gaskins (FA),16,38,2.4,14,0,0,8,10,69,8.6,0,0,9,10.7,1.2,0.0%,2015,rb
121,Will Johnson (FA),4,7,1.8,6,0,1,2,4,16,8.0,0,0,16,10.3,0.6,0.0%,2015,rb
122,Michael Burton (DEN),4,2,0.5,2,0,0,6,6,39,6.5,1,0,16,10.1,0.6,0.0%,2015,rb
123,Juwan Thompson (FA),18,48,2.7,12,0,0,6,9,51,8.5,0,0,15,9.9,0.7,0.0%,2015,rb
124,Ryan Hewitt (FA),0,0,0.0,0,0,0,8,12,99,12.4,0,0,15,9.9,0.7,0.0%,2015,rb
125,Austin Johnson (FA),4,9,2.3,4,0,1,5,8,30,6.0,0,0,10,9.9,1.0,0.0%,2015,rb
126,Mike Davis (FA),35,58,1.7,13,0,0,7,13,38,5.4,0,0,6,9.6,1.6,1.0%,2015,rb
127,Stevan Ridley (FA),36,90,2.5,13,0,0,4,5,-2,-0.5,0,0,8,8.8,1.1,0.0%,2015,rb
128,Zurlon Tipton (FA),5,20,4.0,7,0,0,5,8,57,11.4,0,0,10,7.7,0.8,0.0%,2015,rb
129,Zach Zenner (FA),17,60,3.5,12,0,0,2,3,11,5.5,0,0,6,7.1,1.2,0.0%,2015,rb
130,Toby Gerhart (FA),20,44,2.2,6,0,0,3,5,23,7.7,0,0,7,6.7,1.0,0.0%,2015,rb
131,Stepfan Taylor (FA),17,58,3.4,16,0,0,1,3,4,4.0,0,0,16,6.2,0.4,0.2%,2015,rb
132,Fitzgerald Toussaint (FA),18,42,2.3,7,0,0,0,0,0,0.0,0,0,5,6.2,1.2,0.0%,2015,rb
133,Jarryd Hayne (FA),17,52,3.1,11,0,0,6,7,27,4.5,0,1,8,5.9,0.7,0.0%,2015,rb
134,Tommy Bohanon (FA),2,2,1.0,2,0,0,4,8,56,14.0,0,0,16,5.8,0.4,0.0%,2015,rb
135,Josh Robinson (FA),17,39,2.3,8,0,0,6,6,33,5.5,0,1,5,5.2,1.0,0.0%,2015,rb
136,Jacquizz Rodgers (FA),14,41,2.9,5,0,0,1,3,10,10.0,0,0,5,5.1,1.0,0.0%,2015,rb
137,Joey Iosefa (FA),15,51,3.4,15,0,0,0,0,0,0.0,0,0,2,5.1,2.6,0.0%,2015,rb
138,Reggie Bush (FA),8,28,3.5,9,0,0,4,10,19,4.8,0,0,5,4.7,0.9,0.0%,2015,rb
139,Anthony Sherman (FA),1,0,0.0,0,0,0,4,5,34,8.5,0,0,16,3.4,0.2,0.0%,2015,rb
