Rank,Player,RUSHING ATT,RUSHING YDS,RUSHING Y/A,RUSHING LG,RUSHING 20+,RUSHING TD,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
140,Jay Prosch (FA),6,33,5.5,16,0,0,0,1,0,0.0,0,0,16,3.3,0.2,0.0%,2015,rb
141,Darrel Young (FA),6,10,1.7,5,0,0,6,6,22,3.7,0,0,16,3.2,0.2,0.0%,2015,rb
142,Derrick Coleman (FA),8,32,4.0,19,0,0,1,1,0,0.0,0,0,14,3.2,0.2,0.1%,2015,rb
143,Jordan Todman (FA),4,22,5.5,11,0,0,0,2,0,0.0,0,0,11,2.2,0.2,0.0%,2015,rb
144,John Crockett (FA),9,21,2.3,12,0,0,0,0,0,0.0,0,0,2,2.1,1.1,0.0%,2015,rb
145,Tyler Varga (FA),1,2,2.0,2,0,0,1,2,18,18.0,0,0,3,2.0,0.7,0.0%,2015,rb
146,Alonzo Harris (FA),4,19,4.8,16,0,0,0,1,0,0.0,0,0,6,1.9,0.3,0.0%,2015,rb
147,Aaron Ripkowski (FA),0,0,0.0,0,0,0,1,1,18,18.0,0,0,15,1.8,0.1,0.0%,2015,rb
148,Bernard Pierce (FA),6,11,1.8,4,0,0,3,5,7,2.3,0,0,7,1.8,0.3,0.0%,2015,rb
149,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,3,16,8.0,0,0,15,1.6,0.1,0.0%,2015,rb
150,Malcolm Johnson (FA),0,0,0.0,0,0,0,4,6,15,3.8,0,0,12,1.5,0.1,0.0%,2015,rb
151,Malcolm Brown (FA),4,17,4.3,13,0,0,1,1,-2,-2.0,0,0,1,1.5,1.5,0.0%,2015,rb
152,Jerome Felton (FA),1,2,2.0,2,0,0,1,2,12,12.0,0,0,16,1.4,0.1,0.0%,2015,rb
153,Bobby Rainey (FA),5,18,3.6,7,0,0,3,3,16,5.3,0,1,16,1.4,0.1,0.0%,2015,rb
154,Jorvorskie Lane (FA),1,0,0.0,0,0,0,2,2,13,6.5,0,0,16,1.3,0.1,0.0%,2015,rb
155,Trey Williams (FA),2,12,6.0,12,0,0,0,0,0,0.0,0,0,3,1.2,0.4,0.0%,2015,rb
156,Rod Smith (FA),2,5,2.5,3,0,0,1,2,6,6.0,0,0,11,1.1,0.1,0.0%,2015,rb
157,Antone Smith (FA),1,11,11.0,11,0,0,0,0,0,0.0,0,0,5,1.1,0.2,0.0%,2015,rb
158,Terrence Magee (FA),2,5,2.5,4,0,0,1,1,2,2.0,0,0,4,0.7,0.2,0.0%,2015,rb
159,Tyler Clutts (FA),0,0,0.0,0,0,0,1,1,4,4.0,0,0,16,0.4,0.0,0.0%,2015,rb
160,Bruce Miller (FA),6,14,2.3,4,0,1,10,14,135,13.5,0,0,16,0.2,0.0,0.0%,2015,rb
161,Kendall Hunter (FA),1,2,2.0,2,0,0,0,0,0,0.0,0,0,2,0.2,0.1,0.0%,2015,rb
162,George Winn (FA),4,1,0.3,2,0,0,0,0,0,0.0,0,0,7,0.1,0.0,0.0%,2015,rb
163,LaMichael James (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2015,rb
164,Cordarrelle Patterson (ATL),2,15,7.5,9,0,0,2,2,10,5.0,0,1,16,0.0,0.0,21.4%,2015,rb
165,Cory Harkey (FA),0,0,0.0,0,0,0,5,6,26,5.2,0,0,16,0.0,0.0,0.2%,2015,rb
166,Marcus Thigpen (FA),1,-1,-1.0,0,0,0,0,0,0,0.0,0,2,9,0.0,0.0,0.0%,2015,rb
167,Nick Bellore (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,39.0%,2015,rb
168,Drew Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,0.0%,2015,rb
169,Kapri Bibbs (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%,2015,rb
170,Keith Smith (ATL),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%,2015,rb
171,Nikita Whitlock (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%,2015,rb
172,Toben Opurum (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2015,rb
173,Dri Archer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,8,0.0,0.0,0.0%,2015,rb
174,Joe Banyard (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,5,0.0,0.0,0.0%,2015,rb
175,Chase Reynolds (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,0.0%,2015,rb
176,Cedric Peerman (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,0.0%,2015,rb
177,Trey Watts (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2015,rb
178,Brandon Wegher (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2015,rb
179,Dreamius Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2015,rb
180,Cierre Wood (FA),2,3,1.5,3,0,0,1,1,-6,-6.0,0,0,2,-0.3,-0.2,0.0%,2015,rb
181,Corey Grant (FA),6,2,0.3,11,0,0,2,3,13,6.5,0,1,6,-0.5,-0.1,0.0%,2015,rb
182,Isaiah Pead (FA),2,3,1.5,4,0,0,0,0,0,0.0,0,1,2,-1.7,-0.9,0.0%,2015,rb
183,Raheem Mostert (MIA),0,0,0.0,0,0,0,0,0,0,0.0,0,1,11,-2.0,-0.2,68.5%,2015,rb
184,Marcus Murphy (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,1,13,-2.0,-0.2,0.0%,2015,rb
185,Glenn Winston (FA),1,-8,-8.0,0,0,0,0,0,0,0.0,0,1,3,-2.8,-0.9,0.0%,2015,rb
1,David Johnson (FA),293,1239,4.2,58,6,16,80,120,879,11.0,4,3,16,327.8,20.5,0.0%,2016,rb
2,Ezekiel Elliott (FA),322,1631,5.1,60,14,15,32,40,363,11.3,1,1,15,293.4,19.6,66.0%,2016,rb
3,LeSean McCoy (FA),234,1267,5.4,75,11,13,50,57,356,7.1,1,0,15,248.3,16.6,2.0%,2016,rb
4,Le'Veon Bell (FA),261,1268,4.9,44,4,7,75,94,616,8.2,2,1,12,242.4,20.2,0.1%,2016,rb
5,DeMarco Murray (FA),293,1287,4.4,75,4,9,53,67,377,7.1,3,1,16,240.8,15.1,0.1%,2016,rb
6,Devonta Freeman (FA),227,1079,4.8,75,7,11,54,65,462,8.6,2,1,16,230.1,14.4,0.0%,2016,rb
7,LeGarrette Blount (FA),299,1161,3.9,44,7,18,7,8,38,5.4,0,1,16,225.9,14.1,0.1%,2016,rb
8,Melvin Gordon III (FA),254,997,3.9,48,7,10,41,57,419,10.2,2,2,13,209.6,16.1,0.7%,2016,rb
9,Jordan Howard (FA),252,1313,5.2,69,10,6,29,50,298,10.3,1,1,15,201.1,13.4,0.0%,2016,rb
10,Mark Ingram II (FA),205,1043,5.1,75,4,6,46,58,319,6.9,4,2,16,196.2,12.3,0.6%,2016,rb
11,Jay Ajayi (FA),260,1272,4.9,62,10,8,27,35,151,5.6,0,1,15,188.3,12.6,7.0%,2016,rb
12,Frank Gore (FA),263,1025,3.9,22,1,4,38,47,277,7.3,4,1,16,176.2,11.0,12.1%,2016,rb
13,Latavius Murray (BUF),195,788,4.0,42,5,12,33,43,264,8.0,0,1,14,175.2,12.5,2.3%,2016,rb
14,Carlos Hyde (FA),217,988,4.6,47,7,6,27,33,163,6.0,3,3,13,165.1,12.7,0.0%,2016,rb
15,Isaiah Crowell (FA),198,952,4.8,85,8,7,40,53,319,8.0,0,2,16,165.1,10.3,0.1%,2016,rb
16,Spencer Ware (FA),214,921,4.3,46,3,3,33,42,447,13.5,2,3,14,160.8,11.5,0.0%,2016,rb
17,Lamar Miller (FA),268,1073,4.0,45,7,5,31,39,188,6.1,1,1,14,160.1,11.4,0.0%,2016,rb
18,Tevin Coleman (FA),118,520,4.4,55,5,8,31,40,421,13.6,3,0,13,160.1,12.3,0.0%,2016,rb
19,Jeremy Hill (FA),222,839,3.8,74,5,9,21,27,174,8.3,0,0,15,155.3,10.4,0.0%,2016,rb
20,Todd Gurley II (FA),278,885,3.2,24,2,6,43,58,327,7.6,0,1,16,155.2,9.7,0.1%,2016,rb
21,Matt Forte (FA),218,813,3.7,32,5,7,30,43,263,8.8,1,1,14,153.6,11.0,19.1%,2016,rb
22,Bilal Powell (FA),131,722,5.5,35,4,3,58,74,388,6.7,2,1,16,139.0,8.7,0.0%,2016,rb
23,Jonathan Stewart (FA),218,824,3.8,47,6,9,8,21,60,7.5,0,2,13,138.4,10.6,0.0%,2016,rb
24,Terrance West (FA),193,774,4.0,41,5,5,34,45,236,6.9,1,0,16,137.0,8.6,0.0%,2016,rb
25,Ryan Mathews (FA),155,661,4.3,30,6,8,13,14,115,8.8,1,2,13,131.6,10.1,0.0%,2016,rb
26,Robert Kelley (FA),168,704,4.2,66,4,6,12,18,82,6.8,1,0,15,120.6,8.0,0.0%,2016,rb
27,Mike Gillislee (FA),101,577,5.7,44,7,8,9,11,50,5.6,1,0,15,116.7,7.8,0.0%,2016,rb
28,Christine Michael (FA),148,583,3.9,42,3,7,22,29,107,4.9,1,1,15,115.0,7.7,0.0%,2016,rb
29,Devontae Booker (FA),174,612,3.5,18,0,4,31,45,265,8.5,1,3,16,111.7,7.0,0.0%,2016,rb
30,Darren Sproles (FA),94,438,4.7,25,1,2,52,71,427,8.2,2,0,15,110.5,7.4,0.1%,2016,rb
31,Theo Riddick (FA),92,357,3.9,42,2,1,53,67,371,7.0,5,0,10,108.8,10.9,0.0%,2016,rb
32,Jerick McKinnon (KC),159,539,3.4,36,2,2,43,53,255,5.9,2,0,15,105.4,7.0,61.9%,2016,rb
33,Tim Hightower (FA),133,548,4.1,30,4,4,22,26,200,9.1,1,0,16,104.8,6.6,0.0%,2016,rb
34,Rashad Jennings (FA),181,593,3.3,25,3,3,35,42,201,5.7,1,0,13,103.4,8.0,0.0%,2016,rb
35,James White (FA),39,166,4.3,16,0,0,60,86,551,9.2,5,0,16,101.7,6.4,0.1%,2016,rb
36,Matt Asiata (FA),121,402,3.3,29,2,6,32,38,263,8.2,0,1,16,100.5,6.3,0.0%,2016,rb
37,Chris Thompson (FA),68,356,5.2,25,2,3,49,62,349,7.1,2,1,16,98.5,6.2,0.0%,2016,rb
38,Ty Montgomery (NE),77,457,5.9,61,5,3,44,56,348,7.9,0,1,15,96.5,6.4,0.3%,2016,rb
39,Derrick Henry (TEN),110,490,4.5,22,1,5,13,15,137,10.5,0,0,15,92.7,6.2,99.9%,2016,rb
40,Duke Johnson Jr. (FA),73,358,4.9,22,2,1,53,74,514,9.7,0,1,16,91.2,5.7,0.0%,2016,rb
41,T.J. Yeldon (FA),130,465,3.6,16,0,1,50,68,312,6.2,1,1,15,87.7,5.8,0.0%,2016,rb
42,Jalen Richard (FA),83,491,5.9,75,5,1,29,39,194,6.7,2,0,16,86.5,5.4,1.0%,2016,rb
43,C.J. Anderson (FA),110,437,4.0,28,1,4,16,24,128,8.0,1,0,7,86.5,12.4,1.0%,2016,rb
44,Giovani Bernard (FA),91,337,3.7,17,0,2,39,51,336,8.6,1,1,10,83.3,8.3,0.0%,2016,rb
45,Robert Turbin (FA),47,164,3.5,18,0,7,26,35,179,6.9,1,0,15,82.3,5.5,0.0%,2016,rb
46,DeAngelo Williams (FA),98,343,3.5,17,0,4,18,27,118,6.6,2,0,9,82.1,9.1,0.1%,2016,rb
47,Shaun Draughn (FA),74,196,2.6,18,0,4,29,39,263,9.1,2,1,16,79.9,5.0,0.0%,2016,rb
48,Jacquizz Rodgers (FA),129,560,4.3,45,3,2,13,16,98,7.5,0,0,10,77.8,7.8,0.0%,2016,rb
49,Zach Zenner (FA),88,334,3.8,20,1,4,18,23,196,10.9,0,1,14,75.0,5.4,0.0%,2016,rb
50,Chris Ivory (FA),117,439,3.8,42,2,3,20,28,186,9.3,0,3,11,74.5,6.8,0.0%,2016,rb
51,Kenneth Dixon (FA),88,382,4.3,20,1,2,30,41,162,5.4,1,0,12,72.4,6.0,0.1%,2016,rb
52,Doug Martin (FA),144,421,2.9,17,0,3,14,16,134,9.6,0,1,8,71.5,8.9,0.0%,2016,rb
53,Damien Williams (FA),35,115,3.3,23,1,3,23,32,249,10.8,3,1,15,70.4,4.7,0.1%,2016,rb
54,DeAndre Washington (FA),87,467,5.4,30,7,2,17,23,115,6.8,0,1,14,68.2,4.9,11.0%,2016,rb
55,Matt Jones (FA),99,460,4.6,57,3,3,8,8,73,9.1,0,2,7,67.3,9.6,0.0%,2016,rb
56,Charcandrick West (FA),88,293,3.3,28,2,1,28,34,188,6.7,2,0,15,66.1,4.4,0.0%,2016,rb
57,Thomas Rawls (FA),109,349,3.2,45,1,3,13,17,96,7.4,0,0,9,62.5,6.9,0.1%,2016,rb
58,Paul Perkins (FA),112,456,4.1,22,2,0,15,24,162,10.8,0,0,14,61.8,4.4,0.0%,2016,rb
59,Rex Burkhead (FA),74,344,4.6,17,0,2,17,20,145,8.5,0,1,16,58.9,3.7,5.1%,2016,rb
60,Jeremy Langford (FA),62,200,3.2,23,1,4,19,27,142,7.5,0,2,12,54.2,4.5,0.0%,2016,rb
61,Travaris Cadet (FA),4,19,4.8,16,0,0,40,54,281,7.0,4,0,15,54.0,3.6,0.0%,2016,rb
62,Alfred Blue (FA),100,420,4.2,25,2,1,12,16,40,3.3,0,1,14,50.0,3.6,0.0%,2016,rb
63,Fozzy Whittaker (FA),57,265,4.6,25,1,0,25,33,226,9.0,0,1,16,47.1,2.9,0.0%,2016,rb
64,Jamize Olawale (FA),17,47,2.8,17,0,2,12,14,227,18.9,1,0,16,45.4,2.8,0.0%,2016,rb
65,C.J. Prosise (FA),30,172,5.7,72,1,1,17,19,208,12.2,0,0,6,44.0,7.3,0.0%,2016,rb
66,Charles Sims (FA),51,149,2.9,23,1,1,24,32,190,7.9,1,1,7,43.9,6.3,0.0%,2016,rb
67,Justin Forsett (FA),87,291,3.3,64,1,1,20,27,85,4.3,0,1,9,41.6,4.6,0.0%,2016,rb
68,Wendell Smallwood (FA),77,312,4.1,19,0,1,6,13,55,9.2,0,1,13,40.7,3.1,0.0%,2016,rb
69,John Kuhn (FA),18,37,2.1,4,0,4,16,20,70,4.4,1,0,16,40.7,2.5,0.0%,2016,rb
70,James Starks (FA),63,145,2.3,11,0,0,19,25,134,7.1,2,0,9,39.9,4.4,0.0%,2016,rb
71,Eddie Lacy (FA),71,360,5.1,31,4,0,4,7,28,7.0,0,0,5,38.8,7.8,0.3%,2016,rb
72,Dwayne Washington (FA),90,265,2.9,28,1,1,10,15,62,6.2,0,0,12,38.7,3.2,0.0%,2016,rb
73,Dion Lewis (FA),64,283,4.4,15,0,0,17,24,94,5.5,0,0,7,37.7,5.4,2.0%,2016,rb
74,Aaron Ripkowski (FA),34,150,4.4,15,0,2,9,10,46,5.1,1,0,16,37.6,2.4,0.0%,2016,rb
75,Alfred Morris (FA),69,243,3.5,17,0,2,3,6,11,3.7,0,0,14,37.4,2.7,0.0%,2016,rb
76,Kyle Juszczyk (SF),5,22,4.4,10,0,1,37,49,266,7.2,0,0,16,36.8,2.3,0.5%,2016,rb
77,Kenyan Drake (FA),33,179,5.4,45,1,2,9,10,46,5.1,0,0,16,34.5,2.2,0.6%,2016,rb
78,Corey Grant (FA),32,164,5.1,57,1,1,4,7,35,8.8,1,0,11,31.9,2.9,0.0%,2016,rb
79,Peyton Barber (FA),55,223,4.1,44,1,1,5,6,28,5.6,0,0,15,31.1,2.1,1.0%,2016,rb
80,Kenjon Barner (FA),27,129,4.8,19,0,2,5,11,42,8.4,0,0,13,29.1,2.2,0.0%,2016,rb
81,Kerwynn Williams (FA),18,157,8.7,49,3,2,1,2,6,6.0,0,0,10,28.3,2.8,0.0%,2016,rb
82,Cameron Artis-Payne (FA),36,144,4.0,14,0,2,1,1,11,11.0,0,0,3,27.5,9.2,0.0%,2016,rb
83,DuJuan Harris (FA),38,138,3.6,19,0,0,8,9,115,14.4,1,2,10,27.3,2.7,0.0%,2016,rb
84,Shane Vereen (FA),33,158,4.8,25,1,1,11,19,94,8.5,0,2,5,27.2,5.4,0.0%,2016,rb
85,Kapri Bibbs (FA),29,129,4.4,24,1,0,2,4,75,37.5,1,0,12,26.4,2.2,0.1%,2016,rb
86,Alex Collins (FA),31,125,4.0,26,1,1,11,11,84,7.6,0,1,11,24.9,2.3,19.0%,2016,rb
87,Mike Tolbert (FA),35,114,3.3,14,0,0,10,15,72,7.2,1,0,16,24.6,1.5,0.0%,2016,rb
88,Orleans Darkwa (FA),30,111,3.7,17,0,2,2,4,12,6.0,0,0,10,24.3,2.4,0.0%,2016,rb
89,Kenneth Farrow (FA),60,192,3.2,11,0,0,13,16,70,5.4,0,1,13,24.2,1.9,0.0%,2016,rb
90,Ronnie Hillman (FA),41,131,3.2,17,0,0,7,15,93,13.3,0,0,8,22.4,2.8,0.0%,2016,rb
91,Ameer Abdullah (LV),18,101,5.6,24,1,0,5,5,57,11.4,1,0,2,21.8,10.9,0.5%,2016,rb
92,Lance Dunbar (FA),9,31,3.4,10,0,1,16,24,122,7.6,0,0,13,21.3,1.6,0.0%,2016,rb
93,Danny Woodhead (FA),19,116,6.1,23,2,0,6,8,35,5.8,1,0,2,21.1,10.6,20.6%,2016,rb
94,Jonathan Grimes (FA),23,105,4.6,14,0,0,13,18,94,7.2,0,0,10,19.9,2.0,0.0%,2016,rb
95,Bobby Rainey (FA),17,63,3.7,14,0,0,20,25,153,7.7,0,1,15,19.6,1.3,0.0%,2016,rb
96,Benny Cunningham Jr. (FA),21,101,4.8,24,2,0,16,21,91,5.7,0,0,11,19.2,1.7,0.0%,2016,rb
97,Andre Ellington (FA),34,96,2.8,13,0,0,12,19,85,7.1,0,0,16,18.1,1.1,0.1%,2016,rb
98,Ka'Deem Carey (FA),32,126,3.9,24,1,0,5,7,55,11.0,0,0,12,18.1,1.5,0.0%,2016,rb
99,Reggie Bush (FA),12,-3,-0.3,5,0,1,7,10,90,12.9,0,0,13,16.7,1.3,0.0%,2016,rb
100,Denard Robinson (FA),41,144,3.5,9,0,0,3,5,22,7.3,0,0,13,16.6,1.3,0.2%,2016,rb
101,Terron Ward (FA),31,151,4.9,45,2,0,1,2,11,11.0,0,0,5,16.2,3.2,0.0%,2016,rb
102,Josh Ferguson (FA),15,20,1.3,11,0,0,20,25,136,6.8,0,0,16,15.6,1.0,0.0%,2016,rb
103,Chris Johnson (FA),25,95,3.8,18,0,1,0,1,0,0.0,0,0,4,15.5,3.9,0.6%,2016,rb
104,Mack Brown (FA),8,82,10.3,61,1,1,1,1,-2,-2.0,0,0,9,14.0,1.6,0.0%,2016,rb
105,Akeem Hunt (FA),20,109,5.5,19,0,0,3,4,29,9.7,0,0,8,13.8,1.7,0.0%,2016,rb
106,Andy Janovich (FA),4,33,8.3,28,1,1,5,7,44,8.8,0,0,11,13.7,1.2,0.0%,2016,rb
107,Arian Foster (FA),22,55,2.5,9,0,0,6,10,78,13.0,0,0,4,13.3,3.3,0.0%,2016,rb
108,C.J. Spiller (FA),6,18,3.0,13,0,0,6,13,50,8.3,1,0,7,12.8,1.8,0.1%,2016,rb
109,Mike Davis (FA),19,50,2.6,8,0,1,3,5,25,8.3,0,1,8,11.5,1.4,1.0%,2016,rb
110,Jonathan Williams (WAS),27,94,3.5,20,1,1,1,2,0,0.0,0,2,11,11.4,1.0,0.2%,2016,rb
111,Jamaal Charles (FA),12,40,3.3,17,0,1,2,3,14,7.0,0,0,3,11.4,3.8,0.1%,2016,rb
112,Patrick DiMarco (FA),0,0,0.0,0,0,0,7,10,52,7.4,1,0,16,11.2,0.7,0.0%,2016,rb
113,Darren McFadden (FA),24,87,3.6,24,1,0,3,5,17,5.7,0,0,3,10.4,3.5,7.0%,2016,rb
114,Antone Smith (FA),10,47,4.7,8,0,0,6,9,77,12.8,0,1,3,10.4,3.5,0.0%,2016,rb
115,George Atkinson III (FA),7,34,4.9,11,0,1,0,0,0,0.0,0,0,16,9.4,0.6,0.0%,2016,rb
116,Marcel Reece (FA),2,0,0.0,0,0,0,5,5,73,14.6,0,0,4,9.3,2.3,0.0%,2016,rb
117,Terrell Watson (FA),9,28,3.1,8,0,1,1,1,5,5.0,0,0,1,9.3,9.3,0.0%,2016,rb
118,Fitzgerald Toussaint (FA),14,58,4.1,16,0,0,3,3,33,11.0,0,0,16,9.1,0.6,0.0%,2016,rb
119,Andre Williams (FA),18,87,4.8,14,0,0,0,2,0,0.0,0,0,1,8.7,8.7,0.0%,2016,rb
120,Derek Watt (FA),2,4,2.0,2,0,0,4,4,83,20.8,0,0,16,8.7,0.5,0.1%,2016,rb
121,Juwan Thompson (FA),8,26,3.3,14,0,1,0,1,0,0.0,0,0,8,8.6,1.1,0.0%,2016,rb
122,Byron Marshall (FA),19,64,3.4,12,0,0,3,5,10,3.3,0,0,3,7.4,2.5,0.1%,2016,rb
123,Jerome Felton (FA),8,13,1.6,6,0,0,6,9,57,9.5,0,0,15,7.0,0.5,0.0%,2016,rb
124,Malcolm Brown (FA),18,39,2.2,10,0,0,3,3,46,15.3,0,1,17,6.5,0.4,0.0%,2016,rb
125,Adrian Peterson (FA),37,72,1.9,13,0,0,3,6,8,2.7,0,1,3,6.0,2.0,2.1%,2016,rb
126,Jordan Todman (FA),9,59,6.6,19,0,0,0,1,0,0.0,0,0,16,5.9,0.4,0.0%,2016,rb
127,Knile Davis (FA),18,28,1.6,6,0,0,5,7,25,5.0,0,0,11,5.3,0.5,0.0%,2016,rb
128,Javorius Allen (FA),9,34,3.8,7,0,0,3,4,15,5.0,0,0,8,4.9,0.6,0.1%,2016,rb
129,Troymaine Pope (FA),12,44,3.7,18,0,0,1,2,5,5.0,0,0,4,4.9,1.2,0.0%,2016,rb
130,Brandon Wilds (FA),10,27,2.7,6,0,0,2,2,20,10.0,0,0,4,4.7,1.2,0.0%,2016,rb
131,Daniel Lasco (FA),11,32,2.9,6,0,0,2,4,11,5.5,0,0,7,4.3,0.6,0.0%,2016,rb
132,Mike James (FA),4,19,4.8,9,0,0,4,4,22,5.5,0,0,4,4.1,1.0,0.0%,2016,rb
133,Dexter McCluster (FA),3,2,0.7,2,0,0,7,11,36,5.1,0,0,6,3.8,0.6,0.0%,2016,rb
134,Taiwan Jones (FA),1,-8,-8.0,0,0,0,4,4,43,10.8,0,0,13,3.5,0.3,0.0%,2016,rb
135,Don Jackson (FA),10,32,3.2,7,0,0,0,1,0,0.0,0,0,3,3.2,1.1,0.0%,2016,rb
136,Isaiah Pead (FA),8,22,2.8,4,0,0,1,1,6,6.0,0,0,3,2.8,0.9,0.0%,2016,rb
137,Danny Vitale (FA),0,0,0.0,0,0,0,4,5,27,6.8,0,0,9,2.7,0.3,0.0%,2016,rb
138,Malcolm Johnson (FA),1,2,2.0,2,0,0,5,7,44,8.8,0,1,7,2.6,0.4,0.0%,2016,rb
139,D.J. Foster (FA),7,24,3.4,7,0,0,1,2,2,2.0,0,0,3,2.6,0.9,0.0%,2016,rb
140,Keith Smith (ATL),2,5,2.5,3,0,0,3,3,20,6.7,0,0,16,2.5,0.2,0.0%,2016,rb
141,Brandon Bolden (LV),1,4,4.0,4,0,0,2,4,15,7.5,0,0,14,1.9,0.1,0.2%,2016,rb
142,James Develin (FA),0,0,0.0,0,0,0,3,6,18,6.0,0,0,16,1.8,0.1,0.0%,2016,rb
143,J.D. McKissic (FA),1,2,2.0,2,0,0,2,2,16,8.0,0,0,1,1.8,1.8,0.6%,2016,rb
144,Jalston Fowler (FA),1,3,3.0,3,0,0,1,2,14,14.0,0,0,16,1.7,0.1,0.0%,2016,rb
145,Antonio Andrews (FA),2,15,7.5,9,0,0,0,0,0,0.0,0,0,16,1.5,0.1,0.0%,2016,rb
146,Cedric Peerman (FA),6,15,2.5,4,0,0,0,1,0,0.0,0,0,6,1.5,0.3,0.0%,2016,rb
147,Jay Prosch (FA),4,9,2.3,5,0,0,1,1,6,6.0,0,0,15,1.5,0.1,0.0%,2016,rb
148,Zach Line (FA),7,15,2.1,5,0,0,0,3,0,0.0,0,0,15,1.5,0.1,0.0%,2016,rb
149,Ryan Hewitt (FA),0,0,0.0,0,0,0,2,3,13,6.5,0,0,16,1.3,0.1,0.0%,2016,rb
150,Stepfan Taylor (FA),4,12,3.0,12,0,0,0,0,0,0.0,0,0,15,1.2,0.1,0.2%,2016,rb
151,Terrence Magee (FA),3,12,4.0,5,0,0,0,0,0,0.0,0,0,2,1.2,0.6,0.0%,2016,rb
152,Paul Lasike (FA),3,8,2.7,5,0,0,1,1,3,3.0,0,0,10,1.1,0.1,0.0%,2016,rb
153,Anthony Sherman (FA),0,0,0.0,0,0,0,4,6,11,2.8,0,0,16,1.1,0.1,0.0%,2016,rb
154,Bronson Hill (FA),2,11,5.5,7,0,0,0,1,0,0.0,0,0,3,1.1,0.4,0.0%,2016,rb
155,Lorenzo Taliaferro (FA),1,0,0.0,0,0,0,3,3,10,3.3,0,0,3,1.0,0.3,0.0%,2016,rb
156,Stevan Ridley (FA),3,7,2.3,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,2016,rb
157,Joe Banyard (FA),2,7,3.5,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%,2016,rb
158,Daryl Richardson (FA),2,7,3.5,6,0,0,0,0,0,0.0,0,0,3,0.7,0.2,0.0%,2016,rb
159,Raheem Mostert (MIA),1,6,6.0,6,0,0,0,0,0,0.0,0,0,3,0.6,0.2,68.5%,2016,rb
160,George Farmer (FA),1,1,1.0,1,0,0,1,3,4,4.0,0,0,2,0.5,0.3,0.0%,2016,rb
161,Roosevelt Nix (FA),0,0,0.0,0,0,0,2,2,5,2.5,0,0,10,0.5,0.1,0.0%,2016,rb
162,Chase Reynolds (FA),0,0,0.0,0,0,0,1,1,4,4.0,0,0,16,0.4,0.0,0.0%,2016,rb
163,Joique Bell (FA),3,6,2.0,6,0,0,1,1,-2,-2.0,0,0,7,0.4,0.1,0.2%,2016,rb
164,Rod Smith (FA),0,0,0.0,0,0,0,1,1,4,4.0,0,0,7,0.4,0.1,0.0%,2016,rb
165,Marcus Murphy (FA),0,0,0.0,0,0,0,1,1,3,3.0,0,0,3,0.3,0.1,0.0%,2016,rb
166,Khiry Robinson (FA),8,22,2.8,10,0,0,0,0,0,0.0,0,1,1,0.2,0.2,0.0%,2016,rb
167,Will Tukuafu (FA),2,2,1.0,2,0,0,0,1,0,0.0,0,0,7,0.2,0.0,0.0%,2016,rb
168,Nick Bellore (SEA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,39.0%,2016,rb
169,Cordarrelle Patterson (ATL),7,43,6.1,22,1,0,52,70,453,8.7,2,0,16,0.0,0.0,21.4%,2016,rb
170,Cory Harkey (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,12,0.0,0.0,0.2%,2016,rb
171,Michael Burton (DEN),0,0,0.0,0,0,0,0,1,0,0.0,0,0,15,0.0,0.0,0.0%,2016,rb
172,Taiwan Jones (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%,2016,rb
173,Julian Howsare (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%,2016,rb
174,Austin Johnson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,2016,rb
