Rank,Player,RECEIVING REC,RECEIVING TGT,RECEIVING YDS,RECEIVING Y/R,RECEIVING LG,RECEIVING 20+,RECEIVING TD,RUSHING ATT,RUSHING YDS,RUSHING TD,MISC FL,MISC G,MISC FPTS,MISC FPTS/G,MISC ROST,year,position
83,Trey Burton (FA),14,24,84,6.0,16,0,0,0,0,0,0,9,8.4,0.9,0.0%,2019,te
84,Luke Willson (FA),8,10,79,9.9,17,0,0,0,0,0,0,9,7.9,0.9,0.0%,2019,te
85,Adam Shaheen (FA),9,13,74,8.2,18,0,0,0,0,0,1,8,7.4,0.9,0.0%,2019,te
86,Cethan Carter (FA),2,3,13,6.5,8,0,1,0,0,0,0,15,7.3,0.5,0.0%,2019,te
87,Blake Bell (KC),8,15,67,8.4,30,2,0,0,0,0,0,15,6.7,0.4,0.1%,2019,te
88,Geoff Swaim (FA),13,17,65,5.0,9,0,0,0,0,0,0,6,6.5,1.1,0.0%,2019,te
89,Durham Smythe (MIA),7,14,65,9.3,24,1,0,0,0,0,0,16,6.5,0.4,0.3%,2019,te
90,Clive Walford (FA),4,8,57,14.3,19,0,0,0,4,0,0,8,6.1,0.8,0.0%,2019,te
91,Tyler Conklin (NYJ),8,10,58,7.3,20,1,0,0,0,0,0,16,5.8,0.4,10.1%,2019,te
92,Luke Stocker (FA),8,14,53,6.6,18,0,0,0,0,0,0,15,5.3,0.4,0.0%,2019,te
93,Lance Kendricks (FA),3,7,50,16.7,24,1,0,0,0,0,0,12,5.0,0.4,0.0%,2019,te
94,Deon Yelder (FA),3,4,50,16.7,24,1,0,0,0,0,0,10,5.0,0.5,0.0%,2019,te
95,Trevon Wesco (TEN),2,3,47,23.5,32,2,0,1,2,0,0,16,4.9,0.3,0.1%,2019,te
96,Ross Travis (FA),4,6,51,12.8,25,1,0,0,0,0,1,3,3.1,1.0,0.0%,2019,te
97,Drew Sample (CIN),5,6,30,6.0,21,1,0,0,0,0,0,9,3.0,0.3,0.1%,2019,te
98,Codey McElroy (FA),1,1,30,30.0,30,2,0,0,0,0,0,1,3.0,3.0,0.0%,2019,te
99,Pharaoh Brown (IND),2,3,27,13.5,18,0,0,0,0,0,0,9,2.7,0.3,0.0%,2019,te
100,Tanner Hudson (CIN),2,5,26,13.0,14,0,0,0,0,0,0,9,2.6,0.3,0.0%,2019,te
101,Johnny Mundt (MIN),4,7,26,6.5,9,0,0,0,0,0,0,14,2.6,0.2,0.1%,2019,te
102,Eric Saubert (MIA),2,3,21,10.5,11,0,0,0,0,0,0,2,2.1,1.1,0.2%,2019,te
103,Josh Oliver (MIN),3,6,15,5.0,6,0,0,0,0,0,0,4,1.5,0.4,0.1%,2019,te
104,Isaac Nauta (FA),2,3,13,6.5,10,0,0,0,0,0,0,6,1.3,0.2,0.0%,2019,te
105,Sean Culkin (FA),1,2,12,12.0,12,0,0,0,0,0,0,4,1.2,0.3,0.0%,2019,te
106,Antony Auclair (FA),1,3,11,11.0,11,0,0,0,0,0,0,8,1.1,0.1,0.0%,2019,te
107,Chris Manhertz (DEN),1,1,11,11.0,11,0,0,0,0,0,0,15,1.1,0.1,0.0%,2019,te
108,Scott Simonson (FA),2,2,11,5.5,10,0,0,0,0,0,0,6,1.1,0.2,0.0%,2019,te
109,Levine Toilolo (FA),2,2,10,5.0,8,0,0,0,0,0,0,13,1.0,0.1,0.0%,2019,te
110,Ben Koyack (FA),1,3,9,9.0,9,0,0,0,0,0,0,12,0.9,0.1,0.0%,2019,te
111,Jordan Thomas (CAR),1,3,8,8.0,8,0,0,0,0,0,0,6,0.8,0.1,0.0%,2019,te
112,Chris Herndon IV (FA),1,2,7,7.0,7,0,0,0,0,0,0,2,0.7,0.4,0.0%,2019,te
113,Dalton Schultz (HOU),1,2,6,6.0,6,0,0,0,0,0,0,16,0.6,0.0,87.9%,2019,te
114,Charles Jones (FA),1,1,5,5.0,5,0,0,0,0,0,0,4,0.5,0.1,0.0%,2019,te
115,Tyrone Swoopes (FA),1,1,5,5.0,5,0,0,0,0,0,0,6,0.5,0.1,0.0%,2019,te
116,Zach Gentry (PIT),1,1,4,4.0,4,0,0,0,0,0,0,4,0.4,0.1,0.1%,2019,te
117,Darrell Daniels (FA),1,3,4,4.0,4,0,0,0,0,0,0,11,0.4,0.0,0.0%,2019,te
118,Xavier Grimble (FA),1,3,3,3.0,3,0,0,0,0,0,0,3,0.3,0.1,0.0%,2019,te
119,Eric Tomlinson (FA),1,1,1,1.0,1,0,0,0,0,0,0,8,0.1,0.0,0.0%,2019,te
120,Jace Sternberger (FA),0,1,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2019,te
121,Matthew Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,te
122,Carson Meier (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
123,Kendall Blanton (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
124,Logan Paulsen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
125,Kelvin Benjamin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019,te
126,Jordan Matthews (FA),4,12,33,8.3,10,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,te
127,Richard Rodgers (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,te
128,Erik Swoope (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
129,Garrett Celek (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2019,te
130,Jordan Reed (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%,2019,te
131,Dion Sims (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
132,Antonio Gates (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2019,te
133,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,te
134,Jermaine Gresham (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
135,Ed Dickson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
136,Rob Gronkowski (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2019,te
137,Brandon Dillon (WAS),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
138,Jason Vander Laan (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,te
139,Jake Butt (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019,te
140,Mason Schreck (HOU),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,te
141,Jason Croom (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
142,Evan Baylis (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2019,te
143,Alex Ellis (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,te
144,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,te
145,Cole Wick (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
146,Alan Cross (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
147,Mitchell Loewen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
148,Donnie Ernsberger (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
149,Garrett Dickerson (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2019,te
150,J.J. Arcega-Whiteside (ATL),10,22,169,16.9,30,5,1,0,0,0,0,16,0.0,0.0,0.0%,2019,te
151,Taysom Hill (NO),19,22,234,12.3,45,8,6,27,156,1,0,16,0.0,0.0,24.2%,2019,te
152,Jordan Franks (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
153,James Looney (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
154,David Morgan II (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
155,Jerome Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,te
156,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2019,te
157,Devin Funchess (FA),3,5,32,10.7,16,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
158,David Grinnage (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
159,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,te
160,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%,2019,te
161,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,te
162,Tyler Ott (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,te
163,Kevin McDermott (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
164,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
165,Bronson Kaufusi (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,te
166,Stephen Anderson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
167,Jerell Adams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
168,Matt Lengel (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,te
169,Neal Sterling (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
170,Khari Lee (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
171,Brian Parker (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,te
1,Travis Kelce (KC),105,145,1416,13.5,45,29,11,0,0,0,1,15,207.8,13.9,100.0%,2020,te
2,Darren Waller (NYG),107,145,1196,11.2,38,19,9,0,0,0,2,16,171.6,10.7,97.9%,2020,te
3,Robert Tonyan (CHI),52,59,586,11.3,45,13,11,0,0,0,0,16,124.6,7.8,1.8%,2020,te
4,Mark Andrews (BAL),58,88,701,12.1,39,13,7,0,0,0,0,14,112.1,8.0,99.9%,2020,te
5,T.J. Hockenson (MIN),67,101,723,10.8,51,10,6,1,0,0,1,16,108.3,6.8,99.3%,2020,te
6,Mike Gesicki (NE),53,85,703,13.3,70,14,6,0,0,0,0,15,106.3,7.1,37.0%,2020,te
7,Logan Thomas (WAS),72,110,670,9.3,30,6,6,3,5,0,0,16,104.6,6.5,2.9%,2020,te
8,Rob Gronkowski (FA),45,77,623,13.8,48,16,7,0,0,0,0,16,104.3,6.5,1.1%,2020,te
9,Jonnu Smith (ATL),41,65,448,10.9,63,8,8,2,4,1,0,15,99.2,6.6,0.8%,2020,te
10,Jimmy Graham (FA),50,76,456,9.1,30,5,8,0,0,0,0,16,93.6,5.9,0.0%,2020,te
11,Hayden Hurst (CAR),56,88,571,10.2,42,8,6,0,0,0,0,16,93.1,5.8,10.4%,2020,te
12,Jared Cook (FA),37,60,504,13.6,46,12,7,0,0,0,1,15,90.4,6.0,0.0%,2020,te
13,Noah Fant (SEA),62,93,673,10.9,37,11,3,0,0,0,0,15,87.3,5.8,7.7%,2020,te
14,Eric Ebron (FA),56,91,558,10.0,27,6,5,0,0,0,1,15,85.8,5.7,0.0%,2020,te
15,Hunter Henry (NE),60,93,613,10.2,33,6,4,0,0,0,0,14,85.3,6.1,5.4%,2020,te
16,Tyler Higbee (LAR),44,60,521,11.8,44,14,5,1,1,0,0,15,84.2,5.6,72.0%,2020,te
17,Dalton Schultz (HOU),63,89,615,9.8,28,3,4,0,0,0,1,16,83.5,5.2,87.9%,2020,te
18,Evan Engram (JAC),63,109,654,10.4,53,12,1,6,26,1,1,16,78.0,4.9,94.2%,2020,te
19,George Kittle (SF),48,63,634,13.2,44,13,2,2,17,0,0,8,77.1,9.6,99.0%,2020,te
20,Dallas Goedert (PHI),46,65,524,11.4,41,11,3,0,0,0,0,11,70.4,6.4,96.9%,2020,te
21,Irv Smith Jr. (CIN),30,43,365,12.2,36,7,5,0,0,0,0,13,68.5,5.3,21.7%,2020,te
22,Austin Hooper (LV),46,70,435,9.5,36,4,4,0,0,0,0,13,67.5,5.2,1.7%,2020,te
23,Dan Arnold (PHI),31,45,438,14.1,59,13,4,0,0,0,1,16,65.8,4.1,0.1%,2020,te
24,Trey Burton (FA),28,47,250,8.9,20,1,3,2,3,2,0,13,55.3,4.3,0.0%,2020,te
25,Darren Fells (FA),21,28,312,14.9,44,6,4,0,0,0,0,16,55.2,3.5,0.0%,2020,te
26,Gerald Everett (LAC),41,62,417,10.2,40,5,1,1,2,1,1,16,51.9,3.2,54.5%,2020,te
27,Mo Alie-Cox (IND),31,39,394,12.7,45,9,2,0,0,0,1,15,49.4,3.3,0.6%,2020,te
28,Jordan Reed (FA),26,46,231,8.9,26,1,4,0,0,0,0,10,47.1,4.7,19.0%,2020,te
29,Tyler Eifert (FA),36,60,349,9.7,28,1,2,0,0,0,0,15,46.9,3.1,0.0%,2020,te
30,Jordan Akins (CLE),37,49,403,10.9,26,7,1,1,4,0,0,13,46.7,3.6,0.6%,2020,te
31,Richard Rodgers (FA),24,31,345,14.4,33,7,2,0,0,0,0,14,46.5,3.3,0.0%,2020,te
32,Anthony Firkser (NE),39,53,387,9.9,45,6,1,0,0,0,0,16,44.7,2.8,0.0%,2020,te
33,Dawson Knox (BUF),24,44,288,12.0,36,4,3,0,0,0,2,12,42.8,3.6,46.9%,2020,te
34,Chris Herndon IV (FA),31,46,287,9.3,26,3,3,0,0,0,2,16,42.7,2.7,0.0%,2020,te
35,Zach Ertz (ARI),36,72,335,9.3,42,7,1,0,0,0,0,11,41.5,3.8,36.2%,2020,te
36,Jack Doyle (FA),23,33,251,10.9,28,2,3,0,0,0,1,14,41.1,2.9,2.0%,2020,te
37,Jacob Hollister (FA),25,40,209,8.4,20,1,3,0,0,0,0,16,40.9,2.6,0.0%,2020,te
38,Cameron Brate (FA),28,34,282,10.1,25,2,2,0,0,0,0,16,40.2,2.5,1.1%,2020,te
39,Drew Sample (CIN),40,53,349,8.7,23,1,1,0,0,0,1,16,38.9,2.4,0.1%,2020,te
40,Harrison Bryant (CLE),24,38,238,9.9,35,2,3,0,0,0,2,15,37.8,2.5,0.3%,2020,te
41,Kyle Rudolph (FA),28,37,334,11.9,25,5,1,0,0,0,1,12,37.4,3.1,0.0%,2020,te
42,Will Dissly (SEA),24,29,251,10.5,28,3,2,0,0,0,0,16,37.1,2.3,0.8%,2020,te
43,Cole Kmet (CHI),28,44,243,8.7,38,2,2,1,-3,0,1,16,34.0,2.1,86.6%,2020,te
44,Donald Parham Jr. (LAC),10,20,159,15.9,26,4,3,0,0,0,0,13,33.9,2.6,0.3%,2020,te
45,David Njoku (CLE),19,29,213,11.2,28,4,2,0,0,0,0,13,33.3,2.6,92.0%,2020,te
46,Adam Shaheen (FA),12,22,150,12.5,43,4,3,0,0,0,0,16,33.0,2.1,0.0%,2020,te
47,Durham Smythe (MIA),26,29,208,8.0,19,0,2,0,0,0,0,15,32.8,2.2,0.3%,2020,te
48,Ross Dwelley (SF),19,24,245,12.9,36,4,1,0,0,0,0,16,30.5,1.9,0.1%,2020,te
49,Greg Olsen (FA),24,37,239,10.0,22,3,1,0,0,0,0,11,29.9,2.7,7.0%,2020,te
50,Tyler Kroft (MIA),12,16,119,9.9,38,2,3,0,0,0,0,10,29.9,3.0,0.0%,2020,te
51,Marcedes Lewis (FA),10,17,107,10.7,36,2,3,0,0,0,0,15,28.7,1.9,0.0%,2020,te
52,Pharaoh Brown (IND),14,16,163,11.6,29,2,2,0,0,0,0,13,28.3,2.2,0.0%,2020,te
53,O.J. Howard (LV),11,19,146,13.3,33,3,2,0,0,0,0,4,26.6,6.7,0.2%,2020,te
54,James O'Shaughnessy (FA),28,38,262,9.4,26,3,0,0,0,0,0,15,26.2,1.7,0.0%,2020,te
55,Foster Moreau (NO),7,9,140,20.0,47,7,2,0,0,0,0,16,26.0,1.6,0.7%,2020,te
56,Tyler Conklin (NYJ),19,26,194,10.2,30,3,1,0,0,0,0,16,25.4,1.6,10.1%,2020,te
57,Jesse James (NO),14,22,129,9.2,31,3,2,0,0,0,0,16,24.9,1.6,0.0%,2020,te
58,Nick Boyle (FA),14,17,113,8.1,21,1,2,0,0,0,0,9,23.3,2.6,0.0%,2020,te
59,Adam Trautman (DEN),15,16,171,11.4,41,4,1,0,0,0,0,15,23.1,1.5,0.2%,2020,te
60,Ian Thomas (CAR),20,31,145,7.3,21,1,1,0,0,0,0,16,20.5,1.3,0.1%,2020,te
61,Jason Witten (FA),13,17,69,5.3,15,0,2,0,0,0,0,16,18.9,1.2,0.0%,2020,te
62,Albert Okwuegbunam (DEN),11,15,121,11.0,27,1,1,0,0,0,0,4,18.1,4.5,0.6%,2020,te
63,Ryan Izzo (FA),13,20,199,15.3,50,6,0,0,0,0,1,12,17.9,1.5,0.0%,2020,te
64,Jace Sternberger (FA),12,15,114,9.5,27,2,1,0,0,0,0,12,17.4,1.5,0.0%,2020,te
65,MyCole Pruitt (FA),5,8,49,9.8,22,1,2,0,0,0,0,11,16.9,1.5,0.0%,2020,te
66,Maxx Williams (FA),8,10,102,12.8,42,4,1,0,0,0,0,9,16.2,1.8,0.0%,2020,te
67,Lee Smith (FA),4,6,35,8.8,27,1,2,0,0,0,0,10,15.5,1.6,0.0%,2020,te
68,Nick Vannett (FA),14,21,95,6.8,19,0,1,0,0,0,0,15,15.5,1.0,0.0%,2020,te
69,Darrell Daniels (FA),8,11,92,11.5,31,3,1,0,0,0,0,12,15.2,1.3,0.0%,2020,te
70,C.J. Uzomah (NYJ),8,11,87,10.9,23,1,1,0,0,0,0,2,14.7,7.4,0.7%,2020,te
71,Geoff Swaim (FA),9,12,83,9.2,16,0,1,0,0,0,0,10,14.3,1.4,0.0%,2020,te
72,Troy Fumagalli (SF),8,15,80,10.0,29,1,1,0,0,0,0,8,14.0,1.8,0.0%,2020,te
73,Kaden Smith (IND),18,21,112,6.2,16,0,0,0,0,0,0,15,11.2,0.7,0.0%,2020,te
74,Blake Bell (KC),11,15,110,10.0,24,1,0,1,2,0,0,16,11.2,0.7,0.1%,2020,te
75,Virgil Green (FA),3,6,50,16.7,26,1,1,0,0,0,0,6,11.0,1.8,0.0%,2020,te
76,Josh Hill (FA),8,10,46,5.8,16,0,1,0,0,0,0,14,10.6,0.8,0.0%,2020,te
77,Stephen Anderson (FA),8,11,106,13.3,23,1,0,0,0,0,0,16,10.6,0.7,0.0%,2020,te
78,Devin Asiasi (CIN),2,7,39,19.5,26,1,1,0,0,0,0,8,9.9,1.2,0.1%,2020,te
79,Vance McDonald (FA),15,20,99,6.6,15,0,0,0,0,0,0,14,9.9,0.7,0.0%,2020,te
80,Ryan Griffin (FA),9,12,86,9.6,23,1,0,0,0,0,0,15,8.6,0.6,0.0%,2020,te
81,Dominique Dafney (TB),2,2,26,13.0,13,0,1,0,0,0,0,5,8.6,1.7,0.0%,2020,te
82,Colin Thompson (FA),1,2,7,7.0,7,0,1,0,0,0,0,15,6.7,0.4,0.0%,2020,te
83,Jason Croom (FA),1,1,3,3.0,3,0,1,0,0,0,0,4,6.3,1.6,0.0%,2020,te
84,Luke Stocker (FA),7,11,63,9.0,25,1,0,0,0,0,0,16,6.3,0.4,0.0%,2020,te
85,Jordan Thomas (CAR),1,2,3,3.0,3,0,1,0,0,0,0,6,6.3,1.1,0.0%,2020,te
86,Cethan Carter (FA),5,7,53,10.6,24,2,0,0,0,0,0,15,5.3,0.4,0.0%,2020,te
87,Johnny Mundt (MIN),4,4,53,13.3,34,2,0,0,0,0,0,16,5.3,0.3,0.1%,2020,te
88,Chris Manhertz (DEN),6,8,52,8.7,17,0,0,0,0,0,0,16,5.2,0.3,0.0%,2020,te
89,Levine Toilolo (FA),5,6,46,9.2,14,0,0,0,0,0,0,16,4.6,0.3,0.0%,2020,te
90,Demetrius Harris (FA),7,14,45,6.4,9,0,0,0,0,0,0,15,4.5,0.3,0.0%,2020,te
91,Hunter Bryant (FA),1,3,44,44.0,44,3,0,0,0,0,0,5,4.4,0.9,0.0%,2020,te
92,Nick Keizer (FA),6,10,63,10.5,22,1,0,0,0,0,1,16,4.3,0.3,0.0%,2020,te
93,Tanner Hudson (CIN),3,7,41,13.7,20,1,0,0,0,0,0,11,4.1,0.4,0.0%,2020,te
94,Juwan Johnson (NO),4,10,39,9.8,19,0,0,0,0,0,0,7,3.9,0.6,36.8%,2020,te
95,Charlie Woerner (SF),3,4,36,12.0,18,0,0,0,0,0,0,14,3.6,0.3,0.0%,2020,te
96,Deon Yelder (FA),7,11,36,5.1,12,0,0,0,0,0,0,14,3.6,0.3,0.0%,2020,te
97,Kahale Warring (FA),3,7,35,11.7,23,1,0,0,0,0,0,7,3.5,0.5,0.0%,2020,te
98,Daniel Brown (FA),2,2,31,15.5,18,0,0,0,0,0,0,16,3.1,0.2,0.0%,2020,te
99,Stephen Carlson (CHI),1,2,11,11.0,11,0,0,0,0,0,0,16,3.1,0.2,0.0%,2020,te
100,Ben Ellefson (FA),1,4,10,10.0,10,0,0,0,0,0,0,7,3.0,0.4,0.0%,2020,te
101,Jaeden Graham (FA),3,5,25,8.3,11,0,0,0,0,0,0,16,2.5,0.2,0.0%,2020,te
102,Dalton Keene (PHI),3,5,16,5.3,8,0,0,0,0,0,0,6,1.6,0.3,0.0%,2020,te
103,Eric Saubert (MIA),3,4,16,5.3,9,0,0,0,0,0,0,8,1.6,0.2,0.2%,2020,te
104,Colby Parkinson (SEA),2,2,16,8.0,10,0,0,0,0,0,0,6,1.6,0.3,0.1%,2020,te
105,Derek Carrier (FA),1,1,14,14.0,14,0,0,0,0,0,0,16,1.4,0.1,0.0%,2020,te
106,Luke Willson (FA),1,3,12,12.0,12,0,0,0,0,0,0,8,1.2,0.2,0.0%,2020,te
107,Josiah Deguara (GB),1,2,12,12.0,12,0,0,0,0,0,0,2,1.2,0.6,0.1%,2020,te
108,Blake Jarwin (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,4.0%,2020,te
109,Temarrick Hemingway (FA),1,2,10,10.0,10,0,0,0,0,0,0,8,1.0,0.1,0.0%,2020,te
110,Jeremy Sprinkle (FA),1,3,6,6.0,6,0,0,0,0,0,0,16,0.6,0.0,0.0%,2020,te
111,Brandon Dillon (WAS),1,1,6,6.0,6,0,0,0,0,0,0,3,0.6,0.2,0.0%,2020,te
112,Jake Butt (FA),2,4,5,2.5,5,0,0,0,0,0,0,5,0.5,0.1,0.1%,2020,te
113,Trevon Wesco (TEN),1,2,5,5.0,5,0,0,1,0,0,0,12,0.5,0.0,0.1%,2020,te
114,Isaac Nauta (FA),1,2,3,3.0,3,0,0,0,0,0,0,7,0.3,0.0,0.0%,2020,te
115,Bruce Miller (FA),1,2,2,2.0,2,0,0,0,0,0,0,8,0.2,0.0,0.0%,2020,te
116,Marcus Baugh (FA),1,1,2,2.0,2,0,0,0,0,0,0,8,0.2,0.0,0.0%,2020,te
117,Matt Sokol (NE),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,te
118,Chris Myarick (NYG),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,te
119,Brycen Hopkins (LAR),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.1%,2020,te
120,Antonio Gandy-Golden (FA),1,7,3,3.0,3,0,0,1,22,0,0,6,0.0,0.0,0.0%,2020,te
121,Zach Gentry (PIT),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.1%,2020,te
122,Daniel Helm (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,te
123,Caleb Wilson (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,te
124,Andrew Beck (HOU),0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2020,te
125,Hale Hentges (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,te
126,Nate Becker (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,te
127,Jake Bargas (NO),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,te
128,Farrod Green (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,te
129,Reggie Gilliam (BUF),2,2,16,8.0,15,0,1,0,0,0,0,14,0.0,0.0,0.1%,2020,te
130,Stephen Sullivan (CAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,te
131,Noah Togiai (ARI),0,1,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,te
132,Lawrence Cager (NYG),2,6,35,17.5,19,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,te
133,Sean McKeon (DAL),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,te
134,Tyler Davis (GB),0,2,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.1%,2020,te
135,Tommy Stevens (FA),0,0,0,0.0,0,0,0,4,24,0,0,1,0.0,0.0,0.0%,2020,te
136,Rashod Berry (IND),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,te
137,J.J. Arcega-Whiteside (ATL),4,8,85,21.3,37,4,0,0,0,0,0,8,0.0,0.0,0.0%,2020,te
138,Jordan Matthews (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,te
139,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,te
140,Hakeem Butler (PIT),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,te
141,Antony Auclair (FA),0,1,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2020,te
142,Garrett Griffin (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,te
143,Mason Schreck (HOU),0,1,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%,2020,te
144,Ricky Seals-Jones (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,te
145,J.P. Holtz (FA),0,1,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,te
146,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2020,te
147,Evan Baylis (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2020,te
148,Sean Culkin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,te
149,Kevin Rader (TEN),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2020,te
150,Taysom Hill (NO),8,13,98,12.3,21,2,1,87,457,8,5,16,0.0,0.0,24.2%,2020,te
