,team,year,TOTAL FIRST DOWNS,TOTAL FIRST DOWNS Opponent,FIRST DOWNS Rushing,FIRST DOWNS Passing,FIRST DOWNS By Penalty,FIRST DOWNS Rushing Opponent,FIRST DOWNS Passing Opponent,FIRST DOWNS By Penalty Opponent,THIRD DOWN CONVERSIONS,THIRD DOWN CONVERSIONS Opponent,FOURTH DOWN CONVERSIONS,FOURTH DOWN CONVERSIONS Opponent,TOTAL OFFENSIVE YARDS,TOTAL OFFENSIVE YARDS Opponent,OFFENSE Plays,OFFENSE Average Yards,OFFENSE Plays Opponent,OFFENSE Average Yards Opponent,TOTAL RUSHING YARDS,TOTAL RUSHING YARDS Opponent,RUSHING Plays,RUSHING Average Yards,RUSHING Plays Opponent,RUSHING Average Yards Opponent,TOTAL PASSING YARDS,TOTAL PASSING YARDS Opponent,PASSING Comp,PASSING Att,PASSING Int,PASSING Avg,PASSING Comp Opponent,PASSING Att Opponent,PASSING Int Opponent,PASSING Avg Opponent,SACKS,SACKS Opponent,FIELD GOALS,FIELD GOALS Opponent,TOUCHDOWNS,TOUCHDOWNS Opponent,TDs Rushing,TDs Passing,TDs Returns,TDs Defensive,TDs Rushing Opponent,TDs Passing Opponent,TDs Returns Opponent,TDs Defensive Opponent,TURNOVER RATIO,TURNOVER RATIO Opponent
0,chiefs,2017,322,352,95,198,29,112,204,36,78 / 199,83 / 207,3 / 10,9 / 17,6007,5842,985,6.1,1044,5.6,1903,1890,405,4.7,443,4.3,4326,3952,363,543,8,8,325,570,16,6.9,37,31,41 / 45,22 / 27,39,39,12,26,1,3,15,23,0,1,15,
0,chiefs,2018,384,419,108,239,37,129,247,43,83 / 176,80 / 193,12 / 15,18 / 27,6810,6488,996,6.8,1109,5.8,1855,2114,387,4.8,425,5,5126,4374,385,583,12,8.8,406,632,15,6.9,26,52,24 / 27,22 / 26,70,51,16,50,1,4,19,30,0,2,9,
0,chiefs,2019,350,344,93,211,46,115,190,39,89 / 187,75 / 202,6 / 10,16 / 31,6067,5594,976,6.2,1043,5.4,1569,2051,375,4.2,416,4.9,4690,3543,378,576,5,8.1,352,582,16,6.1,25,45,34 / 38,21 / 26,48,36,16,30,1,3,14,21,0,1,8,
0,chiefs,2020,397,353,110,255,32,113,202,38,95 / 194,77 / 188,9 / 16,13 / 20,6653,5733,1057,6.3,1022,5.6,1799,1954,403,4.5,433,4.5,5005,3779,420,630,7,7.9,349,557,16,6.8,24,32,25 / 27,18 / 26,57,44,13,40,2,2,14,29,1,0,6,
0,chiefs,2021,419,363,119,267,33,121,209,33,107 / 205,80 / 199,10 / 15,19 / 31,6746,6272,1134,6,1060,5.9,1955,1999,431,4.5,419,4.8,4937,4273,448,675,13,7.3,401,610,15,7,28,31,28 / 32,20 / 24,55,44,16,37,0,4,15,27,0,2,4,
0,chiefs,2022,408,337,105,272,31,102,207,28,94 / 193,85 / 222,9 / 12,20 / 35,7032,5579,1094,6.4,1093,5.1,1970,1823,417,4.7,419,4.4,5250,3756,435,651,12,8.1,408,619,11,6.1,26,55,21 / 28,23 / 25,61,43,18,41,0,2,10,33,0,0,-3,
0,raiders,2017,287,304,78,178,31,93,187,24,82 / 204,88 / 215,8 / 24,7 / 10,5185,5601,952,5.4,994,5.6,1554,1743,370,4.2,433,4,3761,3858,347,558,14,6.7,361,530,5,7.3,24,31,16 / 21,34 / 40,36,39,13,23,0,0,11,24,0,4,-14,
0,raiders,2018,300,317,86,197,17,108,178,31,73 / 197,93 / 201,7 / 16,8 / 12,5379,6102,995,5.4,973,6.3,1628,2249,387,4.2,480,4.7,4057,3853,382,556,10,7.3,299,480,14,8,52,13,27 / 32,25 / 30,30,56,9,19,1,1,16,36,1,3,-7,
0,raiders,2019,315,344,104,194,17,91,201,52,88 / 201,81 / 190,11 / 19,9 / 13,5819,5677,989,5.9,963,5.9,1893,1570,437,4.3,405,3.9,4110,4107,367,523,8,7.9,337,526,9,7.8,29,32,19 / 26,20 / 26,37,51,13,22,0,2,15,33,0,3,-2,
0,raiders,2020,359,381,121,206,32,114,223,44,91 / 198,100 / 205,16 / 21,14 / 17,6133,6225,1036,5.9,1039,6,1916,2013,457,4.2,438,4.6,4383,4212,369,551,10,8,370,580,10,7.3,28,21,33 / 35,32 / 39,48,55,20,28,0,0,24,28,0,3,-11,
0,raiders,2021,349,349,95,217,37,109,202,38,77 / 206,91 / 230,12 / 19,21 / 29,6184,5732,1082,5.7,1103,5.2,1617,1943,414,3.9,462,4.2,4808,3789,429,628,14,7.7,400,606,6,6.2,40,35,40 / 43,27 / 33,37,51,14,23,0,0,18,29,1,3,-9,
0,raiders,2022,343,360,122,193,28,126,206,28,83 / 208,86 / 206,13 / 24,11 / 20,5993,6216,1049,5.7,1077,5.8,2059,2087,428,4.8,460,4.5,4182,4129,359,586,17,7.1,399,590,6,7,35,27,34 / 37,28 / 40,41,48,12,28,0,3,20,25,0,3,-8,
0,chargers,2017,337,282,84,220,33,99,153,30,84 / 209,86 / 221,5 / 11,6 / 20,6026,5254,1020,5.9,997,5.3,1595,2098,419,3.8,430,4.9,4551,3156,366,583,11,7.8,329,524,18,6,18,43,20 / 30,23 / 27,42,29,10,28,1,3,11,17,0,1,12,
0,chargers,2018,338,311,100,213,25,101,178,32,70 / 177,79 / 202,7 / 8,11 / 20,5962,5339,945,6.3,981,5.4,1873,1693,399,4.7,395,4.3,4316,3646,348,512,12,8.4,351,548,13,6.6,34,38,24 / 29,23 / 30,50,37,16,32,1,2,11,23,1,2,1,
0,chargers,2019,349,285,90,220,39,101,156,28,86 / 194,88 / 195,10 / 18,8 / 13,5879,5009,997,5.9,923,5.4,1453,1805,366,4,429,4.2,4648,3204,394,597,20,7.8,328,464,11,6.9,34,30,26 / 34,23 / 33,37,40,12,24,1,0,15,21,1,3,-17,
0,chargers,2020,373,324,111,226,36,112,186,26,99 / 224,89 / 204,12 / 25,10 / 15,6113,5495,1127,5.4,997,5.5,1784,1917,466,3.8,427,4.5,4548,3578,413,627,10,7.2,340,543,12,6.6,34,27,24 / 33,28 / 32,45,47,12,31,0,2,17,29,1,0,3,
0,chargers,2021,401,383,112,256,33,144,199,40,100 / 221,107 / 216,22 / 34,7 / 22,6634,6122,1128,5.9,1103,5.6,1834,2361,423,4.3,509,4.6,5014,3761,443,674,15,7.4,357,559,11,6.7,31,35,24 / 27,32 / 35,57,52,18,38,1,1,22,27,0,3,-1,
0,chargers,2022,352,318,93,232,27,119,175,24,112 / 257,78 / 199,15 / 29,6 / 15,6108,5884,1154,5.3,1002,5.9,1524,2478,404,3.8,457,5.4,4791,3406,485,711,10,6.7,310,505,14,6.7,39,40,31 / 33,28 / 35,42,43,15,26,0,1,17,24,0,2,5,
0,therams,2017,311,300,97,185,29,86,181,33,88 / 214,86 / 227,5 / 12,9 / 15,5784,5432,1000,5.8,1020,5.3,1953,1957,454,4.3,417,4.7,4023,3475,320,518,7,7.8,324,555,18,6.3,28,48,40 / 43,23 / 34,51,38,17,28,1,3,15,21,0,2,7,
0,therams,2018,401,322,134,236,31,101,185,36,86 / 191,70 / 188,6 / 15,9 / 15,6738,5737,1060,6.4,960,6,2231,1957,459,4.9,386,5.1,4730,3780,368,568,12,8.3,347,533,18,7.1,33,41,34 / 41,25 / 28,59,44,23,32,0,4,12,31,0,1,11,
0,therams,2019,342,324,92,222,28,100,194,30,83 / 208,86 / 218,3 / 13,14 / 24,5998,5434,1055,5.7,1056,5.2,1499,1809,401,3.7,444,4.1,4669,3625,397,632,17,7.4,348,562,13,6.4,22,50,24 / 33,24 / 30,44,42,20,22,0,3,15,23,0,4,0,
0,therams,2020,352,280,123,206,23,91,170,19,98 / 226,74 / 209,8 / 17,9 / 21,6032,4511,1088,5.5,989,4.6,2018,1460,473,4.3,388,3.8,4183,3051,392,590,14,7.1,347,548,14,5.6,25,53,24 / 30,22 / 26,42,33,19,20,0,4,12,17,1,3,-3,
0,therams,2021,355,347,99,233,23,111,214,22,90 / 205,92 / 223,10 / 19,17 / 32,6325,5863,1058,6,1118,5.2,1683,1754,420,4,443,4,4893,4109,406,607,18,8.1,416,625,19,6.6,31,50,32 / 34,30 / 34,52,40,10,41,1,0,18,17,0,5,2,
0,therams,2022,293,331,89,181,23,106,203,22,83 / 211,84 / 208,15 / 19,13 / 20,4769,5798,1001,4.8,1049,5.5,1661,1956,411,4,455,4.3,3506,3842,347,531,15,6.6,375,556,16,6.9,59,38,28 / 30,36 / 40,32,38,15,16,0,1,12,23,0,3,-1,
0,miamidolphins,2017,284,319,66,187,31,88,190,41,64 / 202,75 / 203,7 / 24,2 / 8,4923,5371,995,5,989,5.4,1388,1768,360,3.9,431,4.1,3792,3603,373,602,21,6.3,339,528,9,6.8,33,30,21 / 23,27 / 35,29,45,4,24,0,3,14,26,0,5,-14,
0,miamidolphins,2018,252,350,75,153,24,116,195,39,56 / 186,84 / 196,8 / 13,6 / 15,4638,6257,878,5.3,1024,6.1,1738,2325,371,4.7,485,4.8,3309,3932,292,455,13,7.3,335,508,21,7.7,52,31,18 / 20,24 / 32,38,52,7,26,2,3,17,31,1,3,5,
0,miamidolphins,2019,315,361,64,210,41,113,214,34,71 / 207,81 / 194,13 / 28,8 / 13,4960,6364,1022,4.8,1053,6,1156,2166,349,3.3,485,4.5,4117,4198,371,615,18,6.7,344,545,13,7.7,58,23,23 / 30,31 / 38,34,57,10,22,1,1,15,39,1,2,-10,
0,miamidolphins,2020,345,336,100,207,38,113,193,30,78 / 202,58 / 186,8 / 10,12 / 26,5424,5886,1021,5.3,998,5.9,1688,1862,428,3.9,412,4.5,3937,4024,370,559,13,7,343,545,18,7.4,34,41,36 / 39,17 / 23,40,41,15,24,1,2,17,21,2,1,8,
0,miamidolphins,2021,325,337,87,206,32,106,199,32,95 / 233,95 / 231,12 / 22,11 / 18,5219,5738,1097,4.8,1081,5.3,1568,1867,442,3.6,425,4.4,3936,3871,404,615,14,6.4,373,608,14,6.4,40,48,23 / 31,31 / 37,37,40,12,21,0,5,16,23,0,1,0,
